피해
손해
해치다
손상시키다
유해하다
위험하다
해롭다
고통받다
당하다
피해자
악화되다
전쟁
전투
호전적인
군사적인
투쟁하는
적대하는
싸우는
폭력적이다
난폭하다
맹렬하다
아프다
다치다
죽임
죽음
살인하다
살해하다
상해
위태롭다
무자비하다
비정하다
잔혹하다
잔인하다
고통스럽다
괴롭다
학대하다
잔학하다
포악하다
악랄하다
지독하다
짐승같다
야만적이다
남용하다
오용하다
욕하다
욕설
피해
훼손하다
폐허
파멸
파괴하다
엉망이다
망치다
붕괴하다
몰락하다
파탄나다
황폐하다
피폐
유린하다
약탈하다
탄압하다
진압하다
짓밟다
공격하다
침범하다
폭행하다
비난하다
덤벼들다
말살시키다
몰살시키다
전멸시키다
파괴하다
버리다
포기하다
유기하다
내던지다
파렴치하다
넘겨주다
쫓아내다
퇴짜놓다
경멸하다
착취하다
이용하다
부상
